dataset_name,description,resource_type,metadata_created_date,identifier,doi,publisher,maintainer,a_id,data_last_modified,public_access,data_first_published
Stream temperature predictions in the Delaware River Basin using pseudo-prospective learning and physical simulations,"<p> Stream networks with reservoirs provide a particularly hard modeling challenge because reservoirs can decouple physical processes (e.g., water temperature dynamics in streams) from atmospheric signals. Including observed reservoir releases...",Dataset,"June 1, 2023",USGS:61cc99a5d34ed79293fc63ba,Not available,U.S. Geological Survey,Xiaowei Jia,http://datainventory.doi.gov/id/dataset/6ef9894733337320276891b2b3a1149a,20221027,public,Not available
FengChang et al_ML Output.xlsx,"Outputs from WRF, EPIC, VIC. Outputs and analysis from the ML-based model described in the paper.",Not available,"September 16, 2023",Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
A database of chemical absorption in human skin with mechanistic modeling applications,Data Records,Not available,"August 24, 2024",Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
STI Tagging Models,Keyword models for a subset of the NASA Thesaurus (https://www.sti.nasa.gov/nasa-thesaurus/). These models were trained on the NASA Technical Reports Server (NTRS). These models can be used with the concept-tagging-api flask...,Not available,"November 12, 2020",Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Coastal Change Likelihood in the U.S. Northeast Region: Maine to Virginia - Event Hazards,"Coastal resources are increasingly impacted by erosion, extreme weather events, sea-level rise, tidal flooding, and other potential hazards related to climate change. These hazards have varying impacts on coastal landscapes...",Dataset,"June 1, 2023",USGS:61783250d34e4c6b7fe2a4a2,Not available,U.S. Geological Survey,Travis K Sterne,http://datainventory.doi.gov/id/dataset/59f56a1970a7ed6c3a4f632b66edc9a5,20230228,public,Not available
Iron concentration rasters of groundwater in the Mississippi River Valley alluvial and Claiborne aquifers,Groundwater is a vital resource in the Mississippi embayment physiographic region (Mississippi embayment) of the central United States and can be limited in some areas by high concentrations of trace...,Dataset,"June 1, 2023",USGS:5e8239eae4b01d5092794a07,Not available,U.S. Geological Survey,Katherine J. Knierim,http://datainventory.doi.gov/id/dataset/c5dfca759003c1ee3e891c9aad604412,20220504,public,Not available
Machine-learning model predictions and groundwater-quality rasters of total dissolved solids in aquifers of the Mississippi Embayment,"Groundwater is a vital resource in the Mississippi embayment of the central United States. An innovative approach using machine learning (ML) was employed to predict groundwater salinity—including specific conductance (SC),...",Dataset,"June 1, 2023",USGS:5df7fd87e4b0cdded7393fcf,Not available,U.S. Geological Survey,Katherine J. Knierim,http://datainventory.doi.gov/id/dataset/e4eea640df959f0de9315a0c352d9a2b,20200821,public,Not available
Map feature extraction challenge training and validation data,"Extracting useful and accurate information from scanned geologic and other earth science maps is a time-consuming and laborious process involving manual human effort. To address this limitation, the USGS partnered...",Dataset,"December 23, 2023",USGS:64c14e71d34e70357a329912,Not available,U.S. Geological Survey,Margaret A Goldman,http://datainventory.doi.gov/id/dataset/cdbd0f0adafd8be349b09b49ddde690e,20231227,public,Not available
Classification of crop types in central California from 2005 - 2020,"This dataset is support materials for the publication ""Crop type classification, trends, and patterns of central California agricultural fields from 2005 – 2020"". This data release is comprised of two...",Dataset,"July 20, 2024",USGS:6511ec83d34e823a0275de07,Not available,U.S. Geological Survey,Britt W Smith,http://datainventory.doi.gov/id/dataset/eb4d2f1d75f98301551db4c3df89bfd8,20240606,public,Not available
Wyoming road age and traffic volume estimated with machine learning and graph theory,"We provide a roads dataset that includes the spatial location of roads, the estimated age of each road, and the predicted traffic volume of each road between 1986 and 2020...",Dataset,"August 8, 2024",USGS:667b0626d34e6151c9d6b93e,Not available,U.S. Geological Survey,Rich D. Inman,http://datainventory.doi.gov/id/dataset/2e2acea54ef10d89c9b2692f9e59342e,20240812,public,Not available
Quantifying wintertime O3 and NOx formation with relevance vector machines,Underlying data associated with figures in publication. Portions of this dataset are inaccessible because: Data is now available for public access. They can be accessed through the following means: Data...,Not available,"July 22, 2021",Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
**SUPERSEDED** Software and Data for Modeling OFDM Communication Signals with Generative Adversarial Networks,This software and data have been superseded. Please visit https://doi.org/10.18434/mds2-2532,Dataset,"July 12, 2021",ark:/88434/mds2-2428,Not available,National Institute of Standards and Technology,Jack Sklar,Not available,2021-06-25 00:00:00,public,2021-06-29
Process-guided deep learning water temperature predictions: 3 Model inputs (meteorological inputs and ice flags),"This dataset includes model inputs (specifically, weather and flags for predicted ice-cover) and is part of a larger data release of lake temperature model inputs and outputs for 68 lakes...",Dataset,"June 1, 2023",USGS:5d89d90ce4b0c4f70d0ae4df,Not available,U.S. Geological Survey,Jordan S. Read,http://datainventory.doi.gov/id/dataset/827b692bc5a6a249b6c8fafd9b97b583,20200820,public,Not available
Coastal Change Likelihood in the U.S. Northeast Region: Maine to Virginia - Hazard Impact Type,"Coastal resources are increasingly impacted by erosion, extreme weather events, sea-level rise, tidal flooding, and other potential hazards related to climate change. These hazards have varying impacts on coastal landscapes...",Dataset,"June 1, 2023",USGS:6203e1b1d34e622189de59e2,Not available,U.S. Geological Survey,Travis K Sterne,http://datainventory.doi.gov/id/dataset/ee237e6723bcd6b6753bf3a86ea16594,20230228,public,Not available
Depth rasters of redox conditions in groundwater in the Mississippi River Valley alluvial and Claiborne aquifers,Groundwater is a vital resource in the Mississippi embayment physiographic region (Mississippi embayment) of the central United States and can be limited in some areas by high concentrations of trace...,Dataset,"June 1, 2023",USGS:5e8226c4e4b01d50927949a5,Not available,U.S. Geological Survey,Katherine J. Knierim,http://datainventory.doi.gov/id/dataset/65651a9da2ac32e60b4fba0a1163d253,20220504,public,Not available
Data-Driven Drought Prediction Project Model Outputs: Daily Streamflow and Streamflow Percentile Predictions for the Colorado River Basin Region,This metadata record describes outputs from 12 configurations of long short-term memory (LSTM) models which were used to predict streamflow drought occurrence at 384 stream gage locations in the Colorado...,Dataset,"June 1, 2023",USGS:64271eced34e370832ff666c,Not available,U.S. Geological Survey,Scott D. Hamshaw,http://datainventory.doi.gov/id/dataset/40add3e336ce781fce3b7cd7583b85f3,20230428,public,Not available
"3. Simulations for model archive: Identifying structural priors in a hybrid differentiable model for stream water temperature modeling at 415 U.S. basin outlets, 2010-2016","<p>This section provides model simulation outputs from the models described by Rahmani et al. (2023b), as well as a subset of model outputs produced by Rahmani et al. (2021) that...",Dataset,"December 7, 2023",USGS:648f9caed34ef77fcb002001,Not available,U.S. Geological Survey,Farshid Rahmani,http://datainventory.doi.gov/id/dataset/63aa812223e9e51ecd3c26a7b27be052,20231128,public,Not available
Exploring the exceptional performance of a deep learning stream temperature model and the value of streamflow data: 5 Model predictions,"<p>This data release component contains water temperature predictions in 118 river catchments across the U.S. Predictions are from the four models described by Rahmani et al. (2020): locally-fitted linear regression,...",Dataset,"June 1, 2023",USGS:5f9865e5d34e198cb77ff08a,Not available,U.S. Geological Survey,Farshid Rahmani,http://datainventory.doi.gov/id/dataset/0efc98dc89c8edad0ac6dc080c96cb73,20201209,public,Not available
Predictive soil property maps with prediction uncertainty at 30-meter resolution for the Colorado River Basin above Lake Mead,These data were compiled to demonstrate new predictive mapping approaches and provide comprehensive gridded 30-meter resolution soil property maps for the Colorado River Basin above Hoover Dam. Random forest models...,Dataset,"June 1, 2023",USGS:5e063e5ce4b0b207aa0a6f45,Not available,U.S. Geological Survey,Travis W Nauman,http://datainventory.doi.gov/id/dataset/12d309c944f34e80cc59d508aa6a835a,20200827,public,Not available
Prediction grids of pH for the Mississippi River Valley Alluvial and Claiborne Aquifers,Groundwater is a vital resource to the Mississippi embayment region of the central United States. Regional and integrated assessments of water availability that link physical flow models and water quality...,Dataset,"June 1, 2023",USGS:5e30b337e4b0a79317d627b1,Not available,U.S. Geological Survey,James A Kingsbury,http://datainventory.doi.gov/id/dataset/8087fc5824edb39eb911829ce844168e,20200922,public,Not available
Walleye Thermal Optical Habitat Area (TOHA) of selected Minnesota lakes: 7 thermal and optical habitat estimates,"Using predicted lake temperatures from uncalibrated, process-based models (PB0) and process-guided deep learning models (PGDL), this dataset summarized a collection of thermal metrics to characterize lake temperature impacts on fish...",Dataset,"June 1, 2023",USGS:5e774355e4b01d509270e2a1,Not available,U.S. Geological Survey,Jordan S. Read,http://datainventory.doi.gov/id/dataset/577b1af938a9fd9bb1dbd6f0a223ddb5,20210721,public,Not available
"Corrected digital elevation model in coastal wetlands in Nassau and Duval Counties, Florida, 2018",High-resolution elevation data provide a foundational layer needed to understand regional hydrology and ecology under contemporary and future-predicted conditions with accelerated sea-level rise. While the development of digital elevation models...,Dataset,"October 18, 2023",USGS:64dd3443d34e5f6cd5529321,Not available,U.S. Geological Survey,Nicholas M Enwright,http://datainventory.doi.gov/id/dataset/b7ecffcc45054d74c61eaa67e0aa8cba,20231002,public,Not available
Predictions and supporting data for network-wide 7-day ahead forecasts of water temperature in the Delaware River Basin,<p>Daily maximum water temperature predictions in the Delaware River Basin (DRB) can inform decision makers who can use cold-water reservoir releases to maintain thermal habitat for sensitive fish species. This...,Dataset,"July 19, 2023",USGS:6238fcead34e915b67cc4856,Not available,U.S. Geological Survey,Samantha K. Oliver,http://datainventory.doi.gov/id/dataset/e73e97e5bd1ed430edb5ddcfc17b2f00,20230621,public,Not available
Prediction grids of pH for the Mississippi River Valley Alluvial and Claiborne Aquifers,Groundwater is a vital resource to the Mississippi embayment region of the central United States. Regional and integrated assessments of water availability that link physical flow models and water quality...,Dataset,"June 1, 2023",USGS:5d77ee28e4b0c4f70d020b78,Not available,U.S. Geological Survey,James A Kingsbury,http://datainventory.doi.gov/id/dataset/7a41f27f67efa4fd8c49b85df6015d14,20200922,public,Not available
"Data used to model and map pH and redox conditions in the Northern Atlantic Coastal Plain aquifer system, eastern USA","Data used to model and map pH and redox conditions in groundwater in the Northern Atlantic Coastal Plain aquifer system, eastern USA, are documented in this data release. The models...",Dataset,"June 1, 2023",USGS:5de92e1ae4b02caea0eed839,Not available,U.S. Geological Survey,Leslie A Desimone,http://datainventory.doi.gov/id/dataset/6e97b549b157245739856108c9ca92f1,20200818,public,Not available
Process-guided deep learning water temperature predictions: 5a Lake Mendota detailed prediction data,Multiple modeling frameworks were used to predict daily temperatures at 0.5m depth intervals for a set of diverse lakes in the U.S. states of Minnesota and Wisconsin. Process-Based (PB) models...,Dataset,"June 1, 2023",USGS:5d915cb2e4b0c4f70d0ce523,Not available,U.S. Geological Survey,Jordan S. Read,http://datainventory.doi.gov/id/dataset/79ef3af452477114b0f9b1b02044c7a0,20200820,public,Not available
Process-guided deep learning water temperature predictions: 6 Model evaluation (test data and RMSE),"This dataset includes evaluation data (""test"" data) and performance metrics for water temperature predictions from multiple modeling frameworks. Process-Based (PB) models were configured and calibrated with training data to reduce...",Dataset,"June 1, 2023",USGS:5d925023e4b0c4f70d0d0594,Not available,U.S. Geological Survey,Jordan S. Read,http://datainventory.doi.gov/id/dataset/3f960c5f0d51e6e9cbb0dccf49a7aaeb,20200820,public,Not available
Walleye Thermal Optical Habitat Area (TOHA) of selected Minnesota lakes: 3 Model configurations (lake model parameter values),This dataset provides model parameters used to estimate water temperature from a process-based model (Hipsey et al. 2019) using uncalibrated model configurations (PB0) and the trained model parameters for process-guided...,Dataset,"June 1, 2023",USGS:5e5c1c36e4b01d50924f27ea,Not available,U.S. Geological Survey,Jordan S. Read,http://datainventory.doi.gov/id/dataset/e54da9db588a12ff0828fd0eb6672256,20210721,public,Not available
Predictions and supporting data for network-wide 7-day ahead forecasts of water temperature in the Delaware River Basin: 1) Waterbody information for 70 river reaches and 2 reservoirs,This section provides spatial data files that describe the river and reservoirs in the Delaware River Basin included in this release. One shapefile of polylines describes the 70 river reaches...,Dataset,"July 19, 2023",USGS:624f211ed34e21f82769a7a4,Not available,U.S. Geological Survey,Samantha K. Oliver,http://datainventory.doi.gov/id/dataset/405ed730a55f5744483c924c9951f2bb,20230621,public,Not available
Predictions and supporting data for network-wide 7-day ahead forecasts of water temperature in the Delaware River Basin: 3) model configurations,This data release contains the forcings and outputs of 7-day ahead maximum water temperature forecasting models that makes predictions at 70 river reaches in the upper Delaware River Basin. This...,Dataset,"July 19, 2023",USGS:624f21ddd34e21f82769a7af,Not available,U.S. Geological Survey,Samantha K. Oliver,http://datainventory.doi.gov/id/dataset/fb0799d5ebe8455c307027cab8b23e39,20230621,public,Not available
2. Inputs for model archive: Identifying structural priors in a hybrid differentiable model for stream water temperature modeling,"<p>This data release component contains shapefiles of river basin polygons and monitoring site locations coincident with the outlets of those basins. Three file formats describing basin attributes, and three file...",Dataset,"December 7, 2023",USGS:648f9c49d34ef77fcb001fff,Not available,U.S. Geological Survey,Farshid Rahmani,http://datainventory.doi.gov/id/dataset/d1ee462896f5dc44702fe52e2faf70cf,20231128,public,Not available
"Predictions for the presence of submersed aquatic vegetation in the upper Mississippi River, USA, from years 2010-2019",The datasets are to accompany a manuscript describing the prediction of submersed aquatic vegetation presence and its potential vulnerability and recovery potential. The data and accompanying analysis scripts allow users...,Dataset,"May 31, 2023",USGS:64540e54d34eefd5da843ac9,Not available,U.S. Geological Survey,Danelle M. Larson,http://datainventory.doi.gov/id/dataset/bb72572192eb77091d81091e8c9bc536,20240131,public,Not available
Process-guided deep learning water temperature predictions: 6c All lakes historical evaluation data,"This dataset includes evaluation data (""test"" data) and performance metrics for water temperature predictions from multiple modeling frameworks. Process-Based (PB) models were configured and calibrated with training data to reduce...",Dataset,"June 1, 2023",USGS:5d925048e4b0c4f70d0d0596,Not available,U.S. Geological Survey,Jordan S. Read,http://datainventory.doi.gov/id/dataset/a76ab166f1afc0c5b99046b7ba8438a8,20200820,public,Not available
Process-guided deep learning water temperature predictions: 5 Model prediction data,Multiple modeling frameworks were used to predict daily temperatures at 0.5m depth intervals for a set of diverse lakes in the U.S. states of Minnesota and Wisconsin. Process-Based (PB) models...,Dataset,"June 1, 2023",USGS:5d915c5de4b0c4f70d0ce51e,Not available,U.S. Geological Survey,Jordan S. Read,http://datainventory.doi.gov/id/dataset/d5247540dd87ec1f1d7451aceed7968a,20200820,public,Not available
Data to support network-wide 7-day ahead forecasting of water temperature in the Delaware River Basin: 4) model predictions,This data release contains the forcings and outputs of 7-day ahead maximum water temperature forecasting models that makes predictions at 70 river reaches in the upper Delaware River Basin. This...,Dataset,"July 19, 2023",USGS:624f21fad34e21f82769a7b1,Not available,U.S. Geological Survey,Samantha K. Oliver,http://datainventory.doi.gov/id/dataset/af5fd9d549fa556a6fc75fa772d6b65b,20230621,public,Not available
4. Figure code for model archive: Identifying structural priors in a hybrid differentiable model for stream water temperature modeling,"<p>This section provides code for reproducing the figures in Rahmani et al. (2023b).</p> <p>The <a href=""https://www.sciencebase.gov/catalog/item/64888368d34ef77fcafe3936"">full model archive</a> is organized into these four child items: <li><a href=""https://www.sciencebase.gov/catalog/item/648f9bbdd34ef77fcb001ffc""> 1. Model code...",Dataset,"December 7, 2023",USGS:6495df90d34ef77fcb01e285,Not available,U.S. Geological Survey,Farshid Rahmani,http://datainventory.doi.gov/id/dataset/6fb11ac8fc7ec7cc6fddfecc9850f6d0,20231128,public,Not available
"2 Observations: Deep learning approaches for improving prediction of daily stream temperature in data-scarce, unmonitored, and dammed basins","<p>This data release component contains mean daily stream water temperature observations, retrieved from the USGS National Water Information System (NWIS) and used to train and validate all temperature models. The...",Dataset,"June 1, 2023",USGS:6083384fd34efe46ec0a2333,Not available,U.S. Geological Survey,Farshid Rahmani,http://datainventory.doi.gov/id/dataset/956144aa250db6e87379cb1870cdcc85,20210927,public,Not available
"3 Model Forcings: Deep learning approaches for improving prediction of daily stream temperature in data-scarce, unmonitored, and dammed basins","<p>This data release component contains model inputs including river basin attributes, weather forcing data, and simulated and observed river discharge.</p>",Dataset,"June 1, 2023",USGS:6084cab2d34eadd49d31aeab,Not available,U.S. Geological Survey,Farshid Rahmani,http://datainventory.doi.gov/id/dataset/3dfa7f80c4ecffd82dc51215328c1003,20210927,public,Not available
"5 Model Predictions: Deep learning approaches for improving prediction of daily stream temperature in data-scarce, unmonitored, and dammed basins",<p>This data release item contains water temperature predictions for 455 river sites across the U.S. Predictions are from the models described by Rahmani et al. (2021b).</p>,Dataset,"June 1, 2023",USGS:6084cb2ed34eadd49d31aeaf,Not available,U.S. Geological Survey,Farshid Rahmani,http://datainventory.doi.gov/id/dataset/ee9bebd831ce8f990a3c547f0c015d54,20210927,public,Not available
Prediction grids of pH for the Mississippi River Valley Alluvial and Claiborne Aquifers,Groundwater is a vital resource to the Mississippi embayment region of the central United States. Regional and integrated assessments of water availability that link physical flow models and water quality...,Dataset,"June 1, 2023",USGS:5d8cc3aae4b0c4f70d0c7c91,Not available,U.S. Geological Survey,James A Kingsbury,http://datainventory.doi.gov/id/dataset/85888f02c9982a98a08387a7fab8de9e,20200922,public,Not available
"7Q10 records and basin characteristics for 224 basins in South Carolina, Georgia, and Alabama (2015)","This data release provides the data and R scripts used for the 2018 publication titled ""Improving predictions of hydrological low-flow indices in ungaged basins using machine learning"", Environmental Modeling and...",Dataset,"June 1, 2023",USGS:594c4fbae4b062508e3857c6,Not available,U.S. Geological Survey,Scott C Worland,http://datainventory.doi.gov/id/dataset/cd1dc43fb66e43453ba3a479e057f799,20200821,public,Not available
Exploring the exceptional performance of a deep learning stream temperature model and the value of streamflow data,"<p>This data release provides all data and code used in Rahmani et al. (2020) to model stream temperature and assess results. Briefly, we used a subset of the USGS GAGES-II...",Dataset,"June 1, 2023",USGS:5f908bae82ce720ee2d0fef2,Not available,U.S. Geological Survey,Farshid Rahmani,http://datainventory.doi.gov/id/dataset/1d43bd50711716feca047112fb37db4e,20201209,public,Not available
"Model code, outputs, and supporting data for approaches to process-guided deep learning for groundwater-influenced stream temperature predictions","This model archive provides all data, code, and modeling results used in Barclay and others (2023) to assess the ability of process-guided deep learning stream temperature models to accurately incorporate...",Dataset,"November 29, 2023",USGS:63efb2c5d34efa0476b03854,Not available,U.S. Geological Survey,Margaux J. Sleckman,http://datainventory.doi.gov/id/dataset/220d585f50957893457af0736e5beaa4,20240104,public,Not available
Predicting water temperature in the Delaware River Basin: 2 Water temperature and flow observations,"<p>Observations related to water and thermal budgets in the Delaware River Basin. Data from reservoirs in the basin include reservoir characteristics (e.g., bathymetry), daily water levels, daily depth-resolved water temperature...",Dataset,"June 1, 2023",USGS:5f6a287382ce38aaa2449131,Not available,U.S. Geological Survey,Samantha K. Oliver,http://datainventory.doi.gov/id/dataset/d657c1bc3d797e2bea88c3c77aed945a,20210817,public,Not available
Plant Community Exposure Models,These data were compiled to forecast climate exposure for 29 major plant communities in the southwestern United States to changing climate under two future climate change scenarios. An objective of...,Dataset,"June 1, 2023",USGS:638538c2d34ed907bf779911,Not available,U.S. Geological Survey,Kathryn A Thomas,http://datainventory.doi.gov/id/dataset/11cbb5cc4eaa3d187fa5ba31c7821f68,20221201,public,Not available
Process-guided deep learning water temperature predictions: 2 Model configurations (lake metadata and parameter values),This dataset provides model specifications used to estimate water temperature from a process-based model (Hipsey et al. 2019). The format is a single JSON file indexed for each lake based...,Dataset,"June 1, 2023",USGS:5d8a2257e4b0c4f70d0ae513,Not available,U.S. Geological Survey,Jordan S. Read,http://datainventory.doi.gov/id/dataset/ab56a6fccea24fb403be8aeef15c75a0,20200820,public,Not available
"Walleye Thermal Optical Habitat Area (TOHA) of selected Minnesota lakes: 4 Model inputs (meteorological inputs, clarity, and ice flags)","This dataset includes model inputs (specifically, weather, water clarity, and flags for predicted ice-cover) and is part of a larger data release of lake temperature model inputs and outputs for...",Dataset,"June 1, 2023",USGS:5e5d0b96e4b01d50924f2b34,Not available,U.S. Geological Survey,Jordan S. Read,http://datainventory.doi.gov/id/dataset/2c7679b6b7a3d5ccd02d1e48e4aa339b,20210721,public,Not available
Estimates of habitat suitability of reed canarygrass (Phalaris arundinacea) in Upper Mississippi River floodplain forest understories,This dataset contains predictions of habitat suitability of reed canarygrass (Phalaris arundinacea) in Upper Mississippi River floodplain forest understories from Pool 3 to Pool 13. Predictions were created using three...,Dataset,"November 29, 2023",USGS:64ecb4c7d34e3d07fbf62a67,Not available,U.S. Geological Survey,John T Delaney,http://datainventory.doi.gov/id/dataset/478175496305ee45da8c371fb1b7462f,20231031,public,Not available
Predictions and supporting data for network-wide 7-day ahead forecasts of water temperature in the Delaware River Basin: 5) model code,This data release contains the forcings and outputs of 7-day ahead maximum water temperature forecasting models that makes predictions at 70 river reaches in the upper Delaware River Basin. This...,Dataset,"July 19, 2023",USGS:6487548dd34ef77fcafe1753,Not available,U.S. Geological Survey,Samantha K. Oliver,http://datainventory.doi.gov/id/dataset/b90fe6cbe2bba38c4cbffa93d0403cbe,20230621,public,Not available
Exploring the exceptional performance of a deep learning stream temperature model and the value of streamflow data: 6 Model evaluation,"<p>This data release component contains evaluation metrics used to assess the predictive performance of each stream temperature model. For further description, see the metric calculations in the supplement of Rahmani...",Dataset,"June 1, 2023",USGS:5f9865fbd34e198cb77ff08c,Not available,U.S. Geological Survey,Farshid Rahmani,http://datainventory.doi.gov/id/dataset/b2df4144a7c466da9fabeb94cf4d9766,20201209,public,Not available
Exploring the exceptional performance of a deep learning stream temperature model and the value of streamflow data: 4 Models,<p>This data release component contains model code and configurations for the LSTM and linear regression models used to predict stream temperature.</p>,Dataset,"June 1, 2023",USGS:5f9865cfd34e198cb77ff088,Not available,U.S. Geological Survey,Farshid Rahmani,http://datainventory.doi.gov/id/dataset/5453e868a4941ca4fb4d9069eac470a4,20210105,public,Not available
Exploring the exceptional performance of a deep learning stream temperature model and the value of streamflow data: 1 Spatial information,<p>This data release component contains a shapefile of monitoring site locations coincident with the outlets of the 118 river basins modeled by Rahmani et al. (2020).<\p>,Dataset,"June 1, 2023",USGS:5f908db182ce720ee2d0fef9,Not available,U.S. Geological Survey,Farshid Rahmani,http://datainventory.doi.gov/id/dataset/119408f0274144e94644a02699f8265a,20201209,public,Not available
Exploring the exceptional performance of a deep learning stream temperature model and the value of streamflow data: 3 Model inputs,"<p>This data release component contains model inputs including river basin attributes, weather forcing data, and simulated and observed river discharge.</p>",Dataset,"June 1, 2023",USGS:5f9865abd34e198cb77ff086,Not available,U.S. Geological Survey,Farshid Rahmani,http://datainventory.doi.gov/id/dataset/588df0322ffa972402f1130cc6d8426e,20201209,public,Not available
Using Targeted Training Data to Develop Site Potential for the Upper Colorado River Basin from 2000 - 2018,"Defining site potential for an area establishes its possible long-term vegetation growth productivity in a relatively undisturbed state, providing a realistic reference point for ecosystem performance. Modeling and mapping site...",Dataset,"June 1, 2023",USGS:5fdcbd2bd34e30b9123d2f60,Not available,U.S. Geological Survey,Stephen Boyte,http://datainventory.doi.gov/id/dataset/48f94e77ba4c77082d814a3302d94460,20201230,public,Not available
"Input data, model output, and R scripts for a machine learning streamflow model on the Wyoming Range, Wyoming, 2012–17",A machine learning streamflow (MLFLOW) model was developed in R (model is in the Rscripts folder) for modeling monthly streamflow from 2012 to 2017 in three watersheds on the Wyoming...,Dataset,"June 1, 2023",USGS:60914970d34e791692e13638,Not available,U.S. Geological Survey,Ryan R McShane,http://datainventory.doi.gov/id/dataset/5348b6995861d72034a84ff2e76776dc,20210903,public,Not available
Input Files and Code for: Machine learning can accurately assign geologic basin to produced water samples using major geochemical parameters,"As more hydrocarbon production from hydraulic fracturing and other methods produce large volumes of water, innovative methods must be explored for treatment and reuse of these waters. However, understanding the...",Dataset,"June 1, 2023",USGS:60ec47c6d34e3bf20b41756f,Not available,U.S. Geological Survey,Jenna L Shelton,http://datainventory.doi.gov/id/dataset/ed1e898c99516c6c21d947a71f6ca959,20210726,public,Not available
Predicting water temperature in the Delaware River Basin: 4 Model inputs,"This dataset includes model inputs including gridded weather data, a stream network distance matrix, stream reach attributes and metadata, and reservoir characteristics.",Dataset,"June 1, 2023",USGS:5f6a289982ce38aaa2449135,Not available,U.S. Geological Survey,Samantha K. Oliver,http://datainventory.doi.gov/id/dataset/6f5e142687f062fd6ce14a07fafe1856,20210817,public,Not available
Process-guided deep learning water temperature predictions: 4b Sparkling Lake detailed training data,"This dataset includes compiled water temperature data from an instrumented buoy on Sparkling Lake, WI and discrete (manually sampled) water temperature records from North Temperate Lakes Long-TERM Ecological Research Program...",Dataset,"June 1, 2023",USGS:5d8a4752e4b0c4f70d0ae61a,Not available,U.S. Geological Survey,Jordan S. Read,http://datainventory.doi.gov/id/dataset/720ecb7044d071f8d821c125a6c36347,20200820,public,Not available
Process-guided deep learning water temperature predictions: 1 Spatial data (GIS polygons for 68 lakes),"This dataset provides shapefile of outlines of the 68 lakes where temperature was modeled as part of this study. The format is a shapefile for all lakes combined (.shp, .shx,...",Dataset,"June 1, 2023",USGS:5d89d8e3e4b0c4f70d0ae4dc,Not available,U.S. Geological Survey,Jordan S. Read,http://datainventory.doi.gov/id/dataset/7463951a65c7ddcd1c07fd0fe28825a2,20200820,public,Not available
Predictions and supporting data for network-wide 7-day ahead forecasts of water temperature in the Delaware River Basin: 2) model driver data,This data release contains the forcings and outputs of 7-day ahead maximum water temperature forecasting models that makes predictions at 70 river reaches in the upper Delaware River Basin. This...,Dataset,"July 19, 2023",USGS:624f21b9d34e21f82769a7ab,Not available,U.S. Geological Survey,Samantha K. Oliver,http://datainventory.doi.gov/id/dataset/3631f2abf709e585db07a8ee3b0a39dc,20230621,public,Not available
Examining the influence of deep learning architecture on generalizability for predicting stream temperature in the Delaware River Basin,"This data release and model archive provides all data, code, and modelling results used in Topp et al. (2023) to examine the influence of deep learning architecture on generalizability when...",Dataset,"June 1, 2023",USGS:63779139d34ed907bf6f2cc9,Not available,U.S. Geological Survey,Simon N. Topp,http://datainventory.doi.gov/id/dataset/612aa76ef369db07313a0af9a42edf24,20230322,public,Not available
Data to support near-term forecasts of stream temperature using process-guided deep learning and data assimilation,<p>This data release contains the forcings and outputs of 7-day ahead maximum water temperature forecasting models that made real-time predictions in the Delaware River Basin during 2021. The model is...,Dataset,"June 1, 2023",USGS:618141e9d34e9f2789e2e098,Not available,U.S. Geological Survey,Jacob A. Zwart,http://datainventory.doi.gov/id/dataset/82f75acad44a78300e276e4c2beea37b,20221221,public,Not available
Data-Driven Drought Prediction Project Model Outputs for Select Spatial Units within the Conterminous United States,This metadata record describes model outputs and supporting model code for the Data-Driven Drought Prediction project of the Water Resources Mission Area Drought Program. The data listed here include outputs...,Dataset,"June 1, 2023",USGS:64259aead34e370832ff5e7b,Not available,U.S. Geological Survey,Scott D Hamshaw,http://datainventory.doi.gov/id/dataset/798bfa6bbcd0127192428605207c2872,20230428,public,Not available
"Modeling data for burn severity of the East Troublesome and Grizzly Creek for integration with post-fire debris flow in the upper Colorado River basin, USA",These data were compiled for/to provide an example and assess methods and results of pre-fire estimation of predicted differenced normalized burn ration (dNBR) for predicting post-fire debris flow hazard classification....,Dataset,"April 2, 2024",USGS:623c8a96d34e915b67d39482,Not available,U.S. Geological Survey,Seth M Munson,http://datainventory.doi.gov/id/dataset/f72f89012dffe1aabd38864807818a76,20240103,public,Not available
Predictive soil property map: Very fine sand content,These data were compiled to demonstrate new predictive mapping approaches and provide comprehensive gridded 30-meter resolution soil property maps for the Colorado River Basin above Hoover Dam. Random forest models...,Dataset,"June 1, 2023",USGS:5e90b43d82ce172707ed7b59,Not available,U.S. Geological Survey,Travis W Nauman,http://datainventory.doi.gov/id/dataset/813a39fc710109a8acf5dc1ba759628c,20200827,public,Not available
Predicting water temperature in the Delaware River Basin: 3 Model configurations,This dataset includes model parameters and metadata used to configure models.,Dataset,"June 1, 2023",USGS:5f6a288982ce38aaa2449133,Not available,U.S. Geological Survey,Samantha K. Oliver,http://datainventory.doi.gov/id/dataset/43520bb13795e1594e0d10ba7805bbbf,20210817,public,Not available
